#query: dance - sanfrancisco - 0
1 qid:0 1:1.0 2:1.0 3:0 4:0 5:4.0376024246
1 qid:0 1:1.0 2:1.0 3:0 4:-0.0 5:3.9416275024
1 qid:0 1:1.0 2:0 3:1 4:-0.0 5:3.5193796158
1 qid:0 1:1.0 2:1.0 3:0 4:-0.0 5:3.5193796158
1 qid:0 1:1.0 2:0 3:1 4:-0.0 5:3.079457283
1 qid:0 1:1.0 2:0 3:1 4:0.5004024235381879 5:1.7596898079
1 qid:0 1:1.0 2:1.0 3:0 4:-0.0 5:1.5690587759
1 qid:0 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:1.2131659985
1 qid:0 1:1.0 2:1.0 3:0 4:0.9502705392332347 5:1.1421897411
1 qid:0 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:0.4852663875
#query: yoga - london - 1
1 qid:1 1:29.0 2:0 3:0 4:0 5:0.500338435
1 qid:1 1:10.0 2:1.0 3:1 4:0.30463609734923813 5:1.433479786
1 qid:1 1:7.0 2:1.0 3:0 4:-0.0 5:0.3021587729
1 qid:1 1:5.0 2:1.0 3:1 4:-0.0 5:1.7608741522
1 qid:1 1:4.0 2:0 3:0 4:-0.0 5:1.030205369
1 qid:1 1:2.0 2:0 3:1 4:-0.0 5:2.20109272
1 qid:1 1:1.0 2:1.0 3:1 4:-0.0 5:2.1789708138
1 qid:1 1:1.0 2:1.0 3:1 4:0.6931471805599453 5:1.8676892519
1 qid:1 1:1.0 2:1.0 3:1 4:-0.0 5:1.8050388098
1 qid:1 1:2.0 2:0 3:1 4:0.6365141682948128 5:1.6483285427
#query: golf - london - 2
1 qid:2 1:192.0 2:0 3:0 4:0 5:0.67262864
1 qid:2 1:10.0 2:1.0 3:0 4:2.1633160219422334 5:0.477003217
1 qid:2 1:4.0 2:0 3:1 4:-0.0 5:1.8809390068
1 qid:2 1:2.0 2:1.0 3:1 4:0 5:2.3003430367
1 qid:2 1:3.0 2:0 3:1 4:0.5004024235381879 5:1.6265882254
1 qid:2 1:2.0 2:0 3:1 4:-0.0 5:2.3003430367
1 qid:2 1:1.0 2:1.0 3:1 4:-0.0 5:2.3003430367
1 qid:2 1:1.0 2:1.0 3:1 4:-0.0 5:2.3003430367
1 qid:2 1:1.0 2:1.0 3:1 4:0.6931471805599453 5:1.4377143383
1 qid:2 1:2.0 2:1.0 3:0 4:-0.0 5:1.0166176558
#query: poker - london - 3
1 qid:3 1:12.0 2:0 3:0 4:-0.0 5:0.296402365
1 qid:3 1:4.0 2:0 3:0 4:3.5842365019886198 5:0.7353982925
1 qid:3 1:1.0 2:1.0 3:1 4:1.5498260458782016 5:2.934233427
1 qid:3 1:1.0 2:1.0 3:1 4:1.6094379124341005 5:0.8209939003
1 qid:3 1:1.0 2:0 3:1 4:-0.0 5:3.160007
1 qid:3 1:1.0 2:0 3:1 4:-0.0 5:2.5280056
1 qid:3 1:1.0 2:1.0 3:0 4:-0.0 5:2.2120049
1 qid:3 1:1.0 2:1.0 3:0 4:0 5:2.2120049
1 qid:3 1:1.0 2:0 3:1 4:0.6931471805599453 5:1.8960042
1 qid:3 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:1.6767048836
#query: photography - atlanta - 4
1 qid:4 1:1.0 2:1.0 3:1 4:0 5:3.367180109
1 qid:4 1:1.0 2:1.0 3:0 4:-0.0 5:3.367180109
1 qid:4 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:2.8571469784
1 qid:4 1:1.0 2:1.0 3:0 4:-0.0 5:2.6937441826
1 qid:4 1:1.0 2:0 3:1 4:0.6931471805599453 5:2.3809559345
1 qid:4 1:2.0 2:0 3:0 4:-0.0 5:1.9047646523
1 qid:4 1:1.0 2:1.0 3:0 4:-0.0 5:1.6723687649
1 qid:4 1:1.0 2:1.0 3:0 4:-0.0 5:1.531046629
1 qid:4 1:1.0 2:0 3:1 4:-0.0 5:1.531046629
1 qid:4 1:1.0 2:1.0 3:0 4:-0.0 5:1.1785130501
#query: dance - losangeles - 5
1 qid:5 1:10.0 2:0 3:1 4:2.467078560028564 5:1.206483603
1 qid:5 1:3.0 2:1.0 3:0 4:0.6931471805599453 5:2.667576313
1 qid:5 1:3.0 2:1.0 3:0 4:0 5:2.5641815662
1 qid:5 1:2.0 2:0 3:1 4:2.358884130628783 5:0.7112277746
1 qid:5 1:2.0 2:1.0 3:0 4:1.0397207708399179 5:0.4764521718
1 qid:5 1:1.0 2:0 3:1 4:-0.0 5:2.5123093128
1 qid:5 1:0.0 2:1.0 3:1 4:1.5607104090414063 5:1.0674636364
1 qid:5 1:1.0 2:1.0 3:0 4:-0.0 5:1.0467954874
1 qid:5 1:1.0 2:0 3:1 4:1.5607104090414063 5:1.0467954874
1 qid:5 1:1.0 2:0 3:1 4:1.5607104090414063 5:0.9327167869
#query: golf - hawaii - 6
1 qid:6 1:2.0 2:1.0 3:1 4:-0.0 5:1.3754200935
1 qid:6 1:3.0 2:0 3:1 4:2.3864102028340204 5:0.6338368654
1 qid:6 1:2.0 2:1.0 3:0 4:-0.0 5:2.2756354809
1 qid:6 1:2.0 2:0 3:1 4:3.4621515895865036 5:0.6144744754
1 qid:6 1:2.0 2:1.0 3:0 4:-0.0 5:0.3812253475
1 qid:6 1:1.0 2:0 3:1 4:-0.0 5:2.5935168266
1 qid:6 1:2.0 2:0 3:0 4:0 5:2.2923667431
1 qid:6 1:1.0 2:1.0 3:0 4:0 5:2.2693274021
1 qid:6 1:1.0 2:0 3:1 4:1.9722469794234416 5:2.014070034
1 qid:6 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:1.7067266703
#query: golf - denver - 7
1 qid:7 1:2.0 2:1.0 3:0 4:0 5:0.9270187616
1 qid:7 1:2.0 2:1.0 3:0 4:-0.0 5:0.8135450482
1 qid:7 1:1.0 2:0 3:1 4:-0.0 5:4.032971859
1 qid:7 1:1.0 2:0 3:1 4:0.6931471805599453 5:2.0164859295
1 qid:7 1:1.0 2:0 3:1 4:-0.0 5:1.94896245
1 qid:7 1:1.0 2:0 3:1 4:3.4513633638904477 5:1.1484371424
1 qid:7 1:1.0 2:1.0 3:0 4:-0.0 5:0.7404599786
1 qid:7 1:1.0 2:0 3:1 4:2.9977665653806165 5:0.4805744588
1 qid:7 1:1.0 2:0 3:1 4:3.382682954027938 5:0.4635093808
1 qid:7 1:1.0 2:1.0 3:0 4:-0.0 5:0.4306489825
#query: golf - seattle - 8
1 qid:8 1:1.0 2:1.0 3:1 4:-0.0 5:2.2470827103
1 qid:8 1:2.0 2:1.0 3:0 4:-0.0 5:1.0010364056
1 qid:8 1:2.0 2:1.0 3:0 4:-0.0 5:0.5572530031
1 qid:8 1:2.0 2:1.0 3:0 4:-0.0 5:0.367411077
1 qid:8 1:1.0 2:1.0 3:0 4:-0.0 5:2.5680942535
1 qid:8 1:1.0 2:0 3:1 4:0.6931471805599453 5:1.2012435198
1 qid:8 1:1.0 2:1.0 3:0 4:-0.0 5:1.1237294674
1 qid:8 1:1.0 2:1.0 3:0 4:-0.0 5:0.9755513072
1 qid:8 1:1.0 2:0 3:1 4:2.2055983590263932 5:0.6420235634
1 qid:8 1:1.0 2:1.0 3:0 4:-0.0 5:0.4877756536
#query: dance - chicago - 9
1 qid:9 1:7.0 2:1.0 3:1 4:-0.0 5:1.2273087502
1 qid:9 1:6.0 2:0 3:1 4:3.0842082968011963 5:0.7934577465
1 qid:9 1:6.0 2:0 3:0 4:2.717134182208992 5:1.1303539276
1 qid:9 1:5.0 2:0 3:1 4:1.8655592107414816 5:0.8445507288
1 qid:9 1:4.0 2:1.0 3:0 4:-0.0 5:2.2337431908
1 qid:9 1:4.0 2:0 3:1 4:2.286814498765395 5:0.758072257
1 qid:9 1:3.0 2:1.0 3:1 4:0.5623351446188083 5:0.5646169186
1 qid:9 1:4.0 2:0 3:1 4:2.467078560028564 5:0.5122210979
1 qid:9 1:2.0 2:1.0 3:1 4:0.6365141682948128 5:1.5794949532
1 qid:9 1:3.0 2:0 3:1 4:1.2424533248940002 5:1.2090489864
#query: dance - london - 10
1 qid:10 1:27.0 2:1.0 3:1 4:-0.0 5:1.198645711
1 qid:10 1:21.0 2:1.0 3:1 4:1.4420533776222986 5:1.02403903
1 qid:10 1:12.0 2:1.0 3:1 4:0.6365141682948128 5:1.641177058
1 qid:10 1:10.0 2:1.0 3:1 4:0.30463609734923813 5:1.11547184
1 qid:10 1:3.0 2:1.0 3:1 4:-0.0 5:1.4893567562
1 qid:10 1:2.0 2:1.0 3:1 4:-0.0 5:1.695141077
1 qid:10 1:2.0 2:1.0 3:1 4:-0.0 5:1.4826188087
1 qid:10 1:3.0 2:0 3:1 4:-0.0 5:1.1860949993
1 qid:10 1:3.0 2:0 3:1 4:0.9502705392332347 5:1.0307219028
1 qid:10 1:3.0 2:0 3:1 4:1.6674619334292946 5:0.8051309586
#query: photography - newyork - 11
1 qid:11 1:10.0 2:0 3:0 4:0 5:1.981307387
1 qid:11 1:3.0 2:0 3:1 4:1.8343719702816235 5:1.1441522837
1 qid:11 1:1.0 2:1.0 3:1 4:-0.0 5:3.3093755245
1 qid:11 1:1.0 2:1.0 3:1 4:0.6931471805599453 5:3.2884535789
1 qid:11 1:2.0 2:0 3:1 4:-0.0 5:2.0475716591
1 qid:11 1:3.0 2:0 3:0 4:1.4941751382893085 5:1.6553304195
1 qid:11 1:2.0 2:0 3:1 4:-0.0 5:1.3162925243
1 qid:11 1:2.0 2:1.0 3:0 4:-0.0 5:1.1700408459
1 qid:11 1:2.0 2:0 3:1 4:3.162484011304749 5:1.1240535975
1 qid:11 1:3.0 2:0 3:0 4:0.9502705392332347 5:0.1499398053
#query: yoga - sanfrancisco - 12
1 qid:12 1:1.0 2:1.0 3:1 4:-0.0 5:3.7587609291
1 qid:12 1:1.0 2:1.0 3:1 4:-0.0 5:3.7587609291
1 qid:12 1:2.0 2:1.0 3:0 4:-0.0 5:1.5562026501
1 qid:12 1:1.0 2:1.0 3:0 4:-0.0 5:3.7619156837
1 qid:12 1:1.0 2:1.0 3:0 4:-0.0 5:3.7619156837
1 qid:12 1:1.0 2:0 3:1 4:-0.0 5:3.7587609291
1 qid:12 1:1.0 2:0 3:1 4:-0.0 5:3.7587609291
1 qid:12 1:1.0 2:1.0 3:0 4:1.0986122886681096 5:3.2579145432
1 qid:12 1:1.0 2:0 3:1 4:1.0986122886681096 5:2.6848292351
1 qid:12 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:2.6600761414
#query: photography - washington - 13
1 qid:13 1:4.0 2:1.0 3:0 4:0.5004024235381879 5:0.1400839537
1 qid:13 1:2.0 2:1.0 3:0 4:-0.0 5:2.4109880924
1 qid:13 1:1.0 2:1.0 3:0 4:-0.0 5:2.7277216911
1 qid:13 1:1.0 2:1.0 3:0 4:-0.0 5:2.7277216911
1 qid:13 1:1.0 2:1.0 3:0 4:-0.0 5:2.1661543846
1 qid:13 1:2.0 2:0 3:0 4:-0.0 5:1.9287903309
1 qid:13 1:1.0 2:0 3:1 4:0 5:0.8524129987
1 qid:13 1:1.0 2:1.0 3:0 4:0 5:0.6819304228
1 qid:13 1:1.0 2:0 3:0 4:-0.0 5:2.7277216911
1 qid:13 1:1.0 2:0 3:0 4:0 5:2.5988554955
#query: dance - pittsburgh - 14
1 qid:14 1:8.0 2:1.0 3:1 4:3.0842082968011963 5:0.87394774
1 qid:14 1:9.0 2:0 3:0 4:0 5:2.8257951736
1 qid:14 1:7.0 2:1.0 3:1 4:3.2125390319195297 5:0.8784125447
1 qid:14 1:6.0 2:0 3:0 4:2.717134182208992 5:1.1401598454
1 qid:14 1:4.0 2:0 3:1 4:2.333196714286247 5:0.9416850805
1 qid:14 1:3.0 2:1.0 3:0 4:-0.0 5:2.7191228867
1 qid:14 1:3.0 2:1.0 3:0 4:-0.0 5:0.6473123431
1 qid:14 1:1.0 2:1.0 3:1 4:2.2063965275411177 5:2.1978406906
1 qid:14 1:1.0 2:1.0 3:1 4:0.6365141682948128 5:0.9901484251
1 qid:14 1:1.0 2:1.0 3:1 4:1.0397207708399179 5:0.8178777099
#query: yoga - boston - 15
1 qid:15 1:5.0 2:1.0 3:0 4:0 5:2.8196473122
1 qid:15 1:3.0 2:1.0 3:1 4:-0.0 5:0.7462499142
1 qid:15 1:1.0 2:1.0 3:1 4:-0.0 5:2.6311225891
1 qid:15 1:1.0 2:1.0 3:1 4:-0.0 5:1.9733419418
1 qid:15 1:2.0 2:0 3:1 4:3.0008004527068852 5:0.8180185556
1 qid:15 1:1.0 2:1.0 3:0 4:0 5:3.2889032364
1 qid:15 1:1.0 2:0 3:1 4:-0.0 5:2.6311225891
1 qid:15 1:1.0 2:0 3:1 4:1.0986122886681096 5:2.3256056309
1 qid:15 1:1.0 2:1.0 3:0 4:-0.0 5:1.697176218
1 qid:15 1:1.0 2:1.0 3:0 4:-0.0 5:1.604180336
#query: photography - losangeles - 16
1 qid:16 1:2.0 2:1.0 3:1 4:0.6365141682948128 5:2.4182412624
1 qid:16 1:1.0 2:0 3:1 4:-0.0 5:3.605474472
1 qid:16 1:1.0 2:1.0 3:0 4:-0.0 5:3.605474472
1 qid:16 1:1.0 2:1.0 3:0 4:-0.0 5:3.605474472
1 qid:16 1:2.0 2:0 3:0 4:0 5:2.837801218
1 qid:16 1:1.0 2:0 3:0 4:0 5:3.605474472
1 qid:16 1:1.0 2:0 3:0 4:-0.0 5:3.605474472
1 qid:16 1:1.0 2:0 3:0 4:-0.0 5:3.605474472
1 qid:16 1:1.0 2:0 3:0 4:1.7917594692280547 5:2.4323375225
1 qid:16 1:1.0 2:0 3:0 4:-0.0 5:2.2534217834
#query: yoga - miami - 17
1 qid:17 1:5.0 2:1.0 3:0 4:1.0735428464085233 5:0.9747207761
1 qid:17 1:3.0 2:1.0 3:1 4:-0.0 5:1.3618357182
1 qid:17 1:2.0 2:1.0 3:1 4:-0.0 5:0.723231554
1 qid:17 1:1.0 2:1.0 3:1 4:0 5:1.6049389839
1 qid:17 1:2.0 2:0 3:1 4:2.058223904131167 5:1.3543586731
1 qid:17 1:1.0 2:1.0 3:1 4:0.6931471805599453 5:0.8904818296
1 qid:17 1:1.0 2:1.0 3:0 4:-0.0 5:4.1874032021
1 qid:17 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:2.7236714363
1 qid:17 1:1.0 2:0 3:1 4:-0.0 5:2.5679023266
1 qid:17 1:1.0 2:0 3:1 4:-0.0 5:2.2469143867
#query: yoga - chicago - 18
1 qid:18 1:4.0 2:1.0 3:1 4:-0.0 5:2.9802513123
1 qid:18 1:4.0 2:1.0 3:0 4:-0.0 5:1.1956112385
1 qid:18 1:4.0 2:0 3:1 4:3.0008004527068852 5:0.8503106236
1 qid:18 1:3.0 2:0 3:1 4:2.3046193848206715 5:0.7433663607
1 qid:18 1:2.0 2:1.0 3:0 4:-0.0 5:2.7568161488
1 qid:18 1:2.0 2:0 3:1 4:0.9556998911125343 5:1.9532744884
1 qid:18 1:1.0 2:1.0 3:1 4:0.6931471805599453 5:1.9493633509
1 qid:18 1:2.0 2:1.0 3:0 4:-0.0 5:1.144890666
1 qid:18 1:2.0 2:1.0 3:0 4:-0.0 5:0.5083410144
1 qid:18 1:2.0 2:1.0 3:0 4:-0.0 5:0.3920490742
#query: photography - houston - 19
1 qid:19 1:1.0 2:1.0 3:1 4:-0.0 5:2.6593720913
1 qid:19 1:1.0 2:1.0 3:0 4:-0.0 5:2.6593720913
1 qid:19 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:1.8585207462
1 qid:19 1:1.0 2:1.0 3:0 4:-0.0 5:1.5272910595
1 qid:19 1:1.0 2:1.0 3:0 4:-0.0 5:1.4298069477
1 qid:19 1:1.0 2:1.0 3:0 4:-0.0 5:1.3296860456
1 qid:19 1:1.0 2:1.0 3:0 4:-0.0 5:0.4016175866
1 qid:19 1:1.0 2:0 3:0 4:-0.0 5:3.3242149353
1 qid:19 1:1.0 2:0 3:0 4:0 5:2.6593720913
1 qid:19 1:1.0 2:0 3:0 4:0.6931471805599453 5:2.3505749702
#query: yoga - newyork - 20
1 qid:20 1:71.0 2:0 3:1 4:0.8022472421456309 5:1.876466155
1 qid:20 1:11.0 2:1.0 3:1 4:0.9495936677167384 5:2.037195683
1 qid:20 1:1.0 2:1.0 3:1 4:-0.0 5:3.9146184921
1 qid:20 1:1.0 2:1.0 3:1 4:-0.0 5:3.9146184921
1 qid:20 1:2.0 2:1.0 3:0 4:0 5:1.9346948862
1 qid:20 1:1.0 2:1.0 3:0 4:0 5:3.3074603081
1 qid:20 1:1.0 2:0 3:1 4:1.0986122886681096 5:1.653730154
1 qid:20 1:1.0 2:0 3:1 4:0.6365141682948128 5:1.461704731
1 qid:20 1:1.0 2:1.0 3:0 4:1.6094379124341005 5:1.447013855
1 qid:20 1:1.0 2:0 3:1 4:2.058223904131167 5:1.2568483353
#query: photography - seattle - 21
1 qid:21 1:1.0 2:1.0 3:1 4:0.6931471805599453 5:0.9723727703
1 qid:21 1:2.0 2:1.0 3:0 4:-0.0 5:0.4911224246
1 qid:21 1:1.0 2:1.0 3:0 4:-0.0 5:2.7418169975
1 qid:21 1:1.0 2:1.0 3:0 4:-0.0 5:1.9644896984
1 qid:21 1:2.0 2:0 3:0 4:-0.0 5:1.7255814075
1 qid:21 1:1.0 2:1.0 3:0 4:-0.0 5:1.7136354446
1 qid:21 1:1.0 2:1.0 3:0 4:-0.0 5:1.3751428127
1 qid:21 1:1.0 2:1.0 3:0 4:-0.0 5:1.1786937714
1 qid:21 1:1.0 2:1.0 3:0 4:-0.0 5:1.1786937714
1 qid:21 1:0.0 2:1.0 3:1 4:-0.0 5:1.0281813145
#query: resort - london - 22
1 qid:22 1:1.0 2:1.0 3:0 4:-0.0 5:1.7668623924
1 qid:22 1:1.0 2:0 3:1 4:1.242453324894 5:1.0306696892
1 qid:22 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:0.3867113888
1 qid:22 1:1.0 2:0 3:1 4:0.6931471805599453 5:0.3786616921
1 qid:22 1:1.0 2:1.0 3:0 4:-0.0 5:0.3662806749
1 qid:22 1:1.0 2:1.0 3:0 4:-0.0 5:0.3610669374
1 qid:22 1:1.0 2:1.0 3:0 4:-0.0 5:0.3373022974
1 qid:22 1:1.0 2:1.0 3:0 4:-0.0 5:0.297223866
1 qid:22 1:1.0 2:1.0 3:0 4:-0.0 5:0.248076275
1 qid:22 1:1.0 2:1.0 3:0 4:-0.0 5:0.2430812716
#query: resort - boston - 23
1 qid:23 1:5.0 2:1.0 3:0 4:-0.0 5:0.8025515676
1 qid:23 1:4.0 2:0 3:1 4:0 5:2.50426054
1 qid:23 1:2.0 2:1.0 3:0 4:-0.0 5:0.599699378
1 qid:23 1:1.0 2:0 3:1 4:-0.0 5:2.50426054
1 qid:23 1:2.0 2:0 3:0 4:-0.0 5:1.006716013
1 qid:23 1:1.0 2:1.0 3:0 4:-0.0 5:0.4477157295
1 qid:23 1:1.0 2:1.0 3:0 4:-0.0 5:0.4261582792
1 qid:23 1:1.0 2:1.0 3:0 4:-0.0 5:0.2073519826
1 qid:23 1:1.0 2:0 3:0 4:-0.0 5:3.1303257942
1 qid:23 1:1.0 2:0 3:0 4:-0.0 5:2.50426054
#query: earthquake - sanfrancisco - 24
1 qid:24 1:3.0 2:0 3:0 4:2.3046193848206715 5:0.5765601397
1 qid:24 1:1.0 2:0 3:1 4:0.6931471805599453 5:4.6434335709
1 qid:24 1:1.0 2:0 3:1 4:1.852479124952062 5:3.7828216553
1 qid:24 1:1.0 2:1.0 3:0 4:-0.0 5:2.7837586403
1 qid:24 1:1.0 2:1.0 3:0 4:-0.0 5:2.0878190994
1 qid:24 1:1.0 2:1.0 3:0 4:-0.0 5:1.8762304783
1 qid:24 1:1.0 2:0 3:1 4:3.075229699727368 5:1.6822549105
1 qid:24 1:1.0 2:1.0 3:0 4:-0.0 5:1.2178944349
1 qid:24 1:1.0 2:1.0 3:0 4:0.6931471805599453 5:1.0450339317
1 qid:24 1:1.0 2:1.0 3:0 4:-0.0 5:0.9381152391
