#query: tattoo - los angeles - 54
2.0 qid:14 1:1 2:1 3:1 4:0 5:1.4516894817
#query: iphone - chicago - 44
1.0 qid:44 1:3 2:1 3:0 4:0 5:1.5024052858
1.0 qid:44 1:2 2:1 3:0 4:0 5:1.6789968014
1.0 qid:44 1:1 2:1 3:1 4:0 5:1.5267753601
3.0 qid:44 1:2 2:0 3:1 4:1.5229550675 5:1.2006444931
3.0 qid:44 1:2 2:0 3:1 4:0 5:1.0795931816
1.0 qid:44 1:2 2:1 3:0 4:0 5:0.6108078361
1.0 qid:44 1:3 2:0 3:0 4:2.6450468037 5:0.4914844036
1.0 qid:44 1:2 2:1 3:0 4:0 5:0.4490882158
1.0 qid:44 1:2 2:1 3:0 4:0.6365141683 5:0.4302372932
1.0 qid:44 1:1 2:1 3:0 4:0 5:2.1775932312
1.0 qid:44 1:1 2:1 3:0 4:0 5:1.9053940773
#query: iphone - london - 41
1.0 qid:41 1:20 2:0 3:0 4:0.191444082 5:0.90515846
3.0 qid:41 1:2 2:1 3:1 4:0 5:1.2652394772
1.0 qid:41 1:2 2:1 3:0 4:0 5:2.1705160141
3.0 qid:41 1:1 2:1 3:1 4:0.6931471806 5:1.808763504
3.0 qid:41 1:1 2:1 3:1 4:0 5:1.5347868204
1.0 qid:41 1:2 2:1 3:0 4:0 5:0.8245568871
1.0 qid:41 1:1 2:1 3:1 4:0 5:0.7709354758
1.0 qid:41 1:1 2:1 3:0 4:0 5:2.5579776764
1.0 qid:41 1:1 2:1 3:0 4:0 5:2.5579776764
3.0 qid:41 1:1 2:0 3:1 4:0 5:2.5579776764
3.0 qid:41 1:1 2:0 3:1 4:0 5:2.0463824272
#query: tattoo - chicago - 55
3.0 qid:55 1:80 2:0 3:0 4:0.2409545949 5:1.034894824
3.0 qid:55 1:74 2:0 3:0 4:0 5:1.224524498
3.0 qid:55 1:66 2:0 3:0 4:0 5:1.334487677
3.0 qid:55 1:9 2:1 3:1 4:0 5:2.894213915
1.0 qid:55 1:10 2:0 3:0 4:0 5:3.03848362
1.0 qid:55 1:9 2:1 3:0 4:0 5:0.16979292
1.0 qid:55 1:10 2:0 3:0 4:1.7463109876 5:0.126002893
2.0 qid:55 1:7 2:1 3:0 4:0 5:1.7586236
3.0 qid:55 1:4 2:1 3:0 4:0 5:1.8731389046
3.0 qid:55 1:4 2:0 3:1 4:0 5:1.4236371517
1.0 qid:55 1:4 2:0 3:0 4:0 5:3.5920693874
#query: restaurant - minneapolis - 3
3.0 qid:3 1:2 2:1 3:0 4:3.0904599236 5:0.5046159029
1.0 qid:3 1:1 2:1 3:0 4:0 5:3.3038892746
1.0 qid:3 1:1 2:1 3:0 4:0 5:2.312722683
3.0 qid:3 1:1 2:1 3:0 4:0 5:2.312722683
3.0 qid:3 1:1 2:1 3:0 4:1.3862943611 5:1.1563613415
1.0 qid:3 1:1 2:1 3:0 4:1.0397207708 5:1.0159966946
1.0 qid:3 1:2 2:0 3:0 4:0 5:0.7273191214
3.0 qid:3 1:1 2:0 3:1 4:0.6114816109 5:0.3292509317
1.0 qid:3 1:1 2:0 3:0 4:0 5:3.9646670818
1.0 qid:3 1:1 2:0 3:0 4:0 5:3.3038892746
1.0 qid:3 1:1 2:0 3:0 4:0 5:3.3038892746
#query: restaurant - new york - 6
3.0 qid:6 1:4 2:1 3:0 4:0.5004024235 5:1.6241132021
3.0 qid:6 1:1 2:1 3:1 4:0 5:2.6427998543
3.0 qid:6 1:2 2:1 3:0 4:0 5:2.1142399311
1.0 qid:6 1:3 2:0 3:0 4:0.5623351446 5:1.6843405962
1.0 qid:6 1:2 2:0 3:1 4:1.3208883431 5:1.3233008385
3.0 qid:6 1:1 2:1 3:1 4:1.0986122887 5:1.1108607054
2.0 qid:6 1:1 2:1 3:0 4:0 5:3.7374837399
1.0 qid:6 1:1 2:1 3:0 4:0 5:2.9899868965
1.0 qid:6 1:2 2:0 3:0 4:0 5:2.7109205723
1.0 qid:6 1:1 2:1 3:0 4:0 5:2.6162385941
1.0 qid:6 1:1 2:1 3:0 4:0 5:2.6162385941
#query: nba - los angeles - 37
3.0 qid:37 1:14 2:0 3:1 4:3.3598096065 5:0.569777966
1.0 qid:37 1:6 2:0 3:1 4:2.9918184637 5:1.1612226963
1.0 qid:37 1:5 2:0 3:1 4:3.3375378717 5:0.7381391525
3.0 qid:37 1:4 2:0 3:1 4:3.2735451087 5:0.769153893
1.0 qid:37 1:3 2:0 3:1 4:2.6305549536 5:1.2351509333
1.0 qid:37 1:3 2:1 3:0 4:2.6023807799 5:0.8185549974
1.0 qid:37 1:3 2:0 3:1 4:3.2809371036 5:0.4357813001
1.0 qid:37 1:3 2:0 3:0 4:1.7476454234 5:0.9744704962
1.0 qid:37 1:2 2:0 3:1 4:3.0713837117 5:0.9154598713
3.0 qid:37 1:3 2:0 3:0 4:3.0390440284 5:0.8547457457
1.0 qid:37 1:2 2:0 3:1 4:3.0002350756 5:0.5881630182
#query: restaurant - chicago - 13
2.0 qid:13 1:11 2:1 3:0 4:0.5359610497 5:1.131350517
3.0 qid:13 1:5 2:1 3:1 4:0 5:1.3367934227
2.0 qid:13 1:3 2:1 3:1 4:0 5:1.3609857559
3.0 qid:13 1:4 2:1 3:0 4:0.8675632285 5:0.7153998017
3.0 qid:13 1:2 2:1 3:1 4:1.0397207708 5:1.145468235
3.0 qid:13 1:2 2:1 3:1 4:0 5:1.0904488564
2.0 qid:13 1:2 2:1 3:1 4:0.6365141683 5:1.057939291
3.0 qid:13 1:3 2:1 3:0 4:0 5:1.001619935
2.0 qid:13 1:3 2:1 3:0 4:0 5:0.7082673311
2.0 qid:13 1:2 2:1 3:1 4:0 5:0.6743628383
1.0 qid:13 1:3 2:0 3:0 4:0 5:2.0058910847
#query: iphone - miami - 42
3.0 qid:42 1:2 2:1 3:1 4:0 5:1.8916854858
1.0 qid:42 1:2 2:1 3:0 4:0 5:1.4376225471
3.0 qid:42 1:3 2:0 3:0 4:2.2102535776 5:0.8554434776
3.0 qid:42 1:2 2:0 3:1 4:2.383474763 5:0.8245864511
3.0 qid:42 1:2 2:0 3:1 4:2.8604408246 5:0.6847427487
1.0 qid:42 1:2 2:1 3:0 4:0 5:0.4718070924
1.0 qid:42 1:1 2:1 3:0 4:0 5:2.1401977539
1.0 qid:42 1:1 2:1 3:0 4:0 5:1.8726730347
1.0 qid:42 1:1 2:1 3:0 4:0 5:1.8585909605
1.0 qid:42 1:2 2:0 3:0 4:0 5:1.513348341
1.0 qid:42 1:1 2:1 3:0 4:0 5:1.2958563566
#query: beer - minneapolis - 18
2.0 qid:18 1:4 2:1 3:1 4:1.9251211908 5:1.4598432779
2.0 qid:18 1:3 2:1 3:0 4:0 5:1.8635960817
1.0 qid:18 1:2 2:1 3:0 4:0 5:2.1272702217
2.0 qid:18 1:1 2:1 3:1 4:0 5:1.5357029438
3.0 qid:18 1:2 2:0 3:1 4:2.0572766515 5:0.9084099531
1.0 qid:18 1:1 2:1 3:0 4:0 5:3.323359251
3.0 qid:18 1:1 2:1 3:0 4:0 5:2.6586873531
1.0 qid:18 1:1 2:1 3:0 4:0.6931471806 5:1.947119236
3.0 qid:18 1:0 2:1 3:1 4:0.6931471806 5:1.8799757957
3.0 qid:18 1:1 2:0 3:1 4:1.3862943611 5:1.6516240835
3.0 qid:18 1:1 2:0 3:1 4:1.6094379124 5:1.5163013935
#query: beer - seattle - 20
3.0 qid:20 1:45 2:1 3:1 4:0.4860267646 5:0.627572536
3.0 qid:20 1:23 2:1 3:1 4:0.5735160761 5:0.715688825
3.0 qid:20 1:19 2:1 3:1 4:0.4851045004 5:0.974182606
3.0 qid:20 1:12 2:1 3:1 4:1.1567509713 5:1.16522789
2.0 qid:20 1:8 2:1 3:1 4:1.6977335914 5:0.817624271
2.0 qid:20 1:8 2:1 3:1 4:0.5860422048 5:0.781057954
3.0 qid:20 1:8 2:1 3:1 4:0 5:0.691676497
2.0 qid:20 1:6 2:1 3:1 4:0 5:1.6000407934
2.0 qid:20 1:6 2:1 3:0 4:1.2945451658 5:1.4772530794
